freq,unit,penscheme,na_item,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,MIO_EUR,S13PBI,D62_P,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D62_P,SK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D62_P,UK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,BE	: 	: 	: 	-51 	: 	: 	0 	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,CY	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,DE	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,DK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,EE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,ES	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,D8,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,IE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,IT	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,LT	: 	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,D8,LU	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,LV	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,D8,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,NL	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,NO	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,PL	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,PT	: 	: 	: 	: m	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,RO	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,SE	935 	1101 	1080 	1115 	1267 	1395 	1708 	1795 	1779 	2346 	: 	: 
A,MIO_EUR,S13PBI,D8,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,SK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D8,UK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,BE	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,CY	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,DE	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,DK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,EE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,ES	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,D81,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,IE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,IT	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,LT	: 	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,D81,LU	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,LV	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,D81,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,NL	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,NO	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,PL	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,PT	: 	: 	: 	: m	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,RO	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_EUR,S13PBI,D81,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,SK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D81,UK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,BE	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,CY	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,DE	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,DK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,EE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,ES	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,D82,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,IE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,IT	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,LT	: 	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,D82,LU	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,LV	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,D82,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,NL	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,NO	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,PL	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,PT	: 	: 	: 	: m	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,RO	: 	: 	: 	: 	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,SK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,D82,UK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,BE	: 	: 	: 	82 	: 	: 	0 	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,CY	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,DE	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,DK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,EE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,ES	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,IE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,IT	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,LT	: 	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,LU	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,LV	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,NL	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,NO	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,PL	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,PT	: 	: 	: 	: m	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,RO	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,SE	32159 	33700 	33074 	35283 	35099 	38613 	39954 	42070 	48603 	49370 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,SK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LE,UK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,BE	: 	: 	: 	194 	: 	: 	87 	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,CY	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,DE	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,DK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,EE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,ES	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,IE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,IT	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,LT	: 	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,LU	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,LV	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,NL	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,NO	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,PL	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,PT	: 	: 	: 	: m	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,RO	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,SE	28933 	32159 	33700 	33074 	35283 	35099 	38613 	39954 	42070 	48603 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,SK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,F63_LS,UK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,BE	: 	: 	: 	-20 	: 	: 	-87 	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,CY	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,DE	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,DK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,EE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,ES	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,K5,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,IE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,IT	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,LT	: 	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,K5,LU	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,LV	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,K5,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,NL	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,NO	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,PL	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,PT	: 	: 	: 	: m	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,RO	: 	: 	: 	: 	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_EUR,S13PBI,K5,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,SK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K5,UK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,BE	: 	: 	: 	-43 	: 	: 	0 	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,CY	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,DE	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,DK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,EE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,ES	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,K7,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,IE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,IT	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,LT	: 	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,K7,LU	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,LV	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBI,K7,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,NL	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,NO	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,PL	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,PT	: 	: 	: 	: m	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,RO	: 	: 	: 	: 	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,SE	1149 e	1508 e	251 e	336 e	-101 e	3257 e	1179 e	1017 e	2818 e	-536 e	: 	: 
A,MIO_EUR,S13PBI,K7,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,SK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBI,K7,UK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBX,D6111,AT	: 	: 	: 	298 	: 	: 	268 	: 	: 	230 	: 	: 
A,MIO_EUR,S13PBX,D6111,BE	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S13PBX,D6111,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBX,D6111,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_EUR,S13PBX,D6111,CY	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S13PBX,D6111,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_EUR,S13PBX,D6111,DE	0 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S13PBX,D6111,DK	: 	: 	: 	0 	: @C	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S13PBX,D6111,EE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBX,D6111,EL	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBX,D6111,ES	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S13PBX,D6111,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBX,D6111,FR	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S13PBX,D6111,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBX,D6111,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBX,D6111,IE	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBX,D6111,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBX,D6111,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 d	: 	: 
A,MIO_EUR,S13PBX,D6111,LT	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_EUR,S13PBX,D6111,LU	: 	: 	: 	65 	: 	: 	73 	: 	: 	79 	: 	: 
A,MIO_EUR,S13PBX,D6111,LV	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S13PBX,D6111,MT	0 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S13PBX,D6111,NL	524 	497 	462 	375 	0 	0 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S13PBX,D6111,NO	: 	: 	: 	2256 	2158 	2230 	2317 	2371 	2221 	2063 	: 	: 
A,MIO_EUR,S13PBX,D6111,PL	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBX,D6111,PT	: 	: 	: 	2617 	: 	: 	2632 	: 	: 	2679 	: 	: 
A,MIO_EUR,S13PBX,D6111,RO	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBX,D6111,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_EUR,S13PBX,D6111,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S13PBX,D6111,SK	: 	: 	: 	97 	: 	: 	256 	: 	: 	224 	: 	: 
